lat,lon,island,name,address,type,year_open
773282.4852,2315787.225,Maui,Maui By the Sea,523 Hana Highway,INDIVIDUAL VACATION UNIT,2000
768267.8558,2290238.434,Maui,Maui Joy Villa,620 Kumulani Dr,BED & BREAKFAST,
583370.6817,2386665.357,Oahu,Owen's Retreat,68-945 Farrington Highway,INDIVIDUAL VACATION UNIT,1963
895620.3029,2152583.297,Hawaii,Volcano Places,P.O. Box 159,INDIVIDUAL VACATION UNIT,1997
895350.6614,2152996.42,Hawaii,Hale Kilauea,19-3996 Kilauea Road,BED & BREAKFAST,1988
816197.2626,2194777.028,Hawaii,Kahikole VRU,72-208 Kahikole St,INDIVIDUAL VACATION UNIT,
815668.4904,2193579.016,Hawaii,Hainoa Place VRU,72-130 Hainoa Pl,INDIVIDUAL VACATION UNIT,
815169.247,2194194.061,Hawaii,Ke Alaula VRU,72-156 Ke Alaula St,INDIVIDUAL VACATION UNIT,
817651.2117,2171167.19,Hawaii,Kulanakauhale VRU,72-3557 Kulanakauhale Pl,INDIVIDUAL VACATION UNIT,
817651.2117,2171167.19,Hawaii,Puukole St VRU,72-127 Puukole St,INDIVIDUAL VACATION UNIT,
815517.9297,2193822.559,Hawaii,Laueki St VRU,72-134 Laueki St,INDIVIDUAL VACATION UNIT,
815303.183,2194231.378,Hawaii,Ke Alaula Hale,72-136 Ke Alaula St,INDIVIDUAL VACATION UNIT,
814909.5472,2194914.69,Hawaii,Kumukehu VRU,72-160 Kumukehu St,INDIVIDUAL VACATION UNIT,
817651.2117,2171167.19,Hawaii,Pukapa VRU,72-1237 Pukapa St,INDIVIDUAL VACATION UNIT,
780654.1713,2313113.783,Maui,Bamboo Valley Inn,1444 West Kuiaha Road,BED & BREAKFAST,
741104.1377,2310432.35,Maui,Alexandra's at Front Street,972 Front Street,INDIVIDUAL VACATION UNIT,
741015.0547,2310536.942,Maui,Lahaina Oceanfront Estates,1023 Front St 3C,INDIVIDUAL VACATION UNIT,
740171.4388,2315709.919,Maui,No Ka Oi Hale Ocean Front,2580 Kekaa Drive #118,INDIVIDUAL VACATION UNIT,
740171.4388,2315709.919,Maui,Okika Hale,2580 Kekaa Drive #118,INDIVIDUAL VACATION UNIT,
741056.8645,2312766.731,Maui,Maui Garden Oasis,67 Kaniau Road,BED & BREAKFAST,1992
773547.7444,2316003.76,Maui,Kuau Ko,616 Hana Hwy,BED & BREAKFAST,2019
766780.7528,2291676.536,Maui,Relax and Rewind,221 Mahie Pl 5g,BED & BREAKFAST,2019
780028.6196,2299565.996,Maui,Kula Treat,226 Kulalani Dr,BED & BREAKFAST,2014
778419.6682,2314669.428,Maui,Haiku Guesthouse,905 Kokomo Road,BED & BREAKFAST,2013
778640.4913,2314291.048,Maui,Maile Bungalow,2582 Alohia Place,BED & BREAKFAST,2009
778468.7923,2315815.901,Maui,Hookipa Rose,285 Pauwela Road,BED & BREAKFAST,
789436.0533,2314204.872,Maui,Kahua O Mali'o,610 Huelo Rd,BED & BREAKFAST,2003
779918.8188,2307865.706,Maui,La Casita,1094 Pookela Rd,BED & BREAKFAST,
765014.6893,2294888.957,Maui,Hale Hai Hai,71 Waimahaihai St,BED & BREAKFAST,2019
766637.6717,2293001.718,Maui,Scott's B&B,92 Iliwai Loop,BED & BREAKFAST,
766679.8403,2292121.021,Maui,Kauhale Breeze,2812 Kauhale St 5g,BED & BREAKFAST,
767858.4778,2290253.944,Maui,Maui Meadows Retreat,485 Kumulani Dr 5k,BED & BREAKFAST,2016
745592.0152,2307286.435,Maui,Hooilo House,138 Awaiku Street,BED & BREAKFAST,2003
906508.3999,2184767.148,Hawaii,Old Hawaiian Bed & Breakfast,1492 Wailuku Drive,BED & BREAKFAST,2001
465931.0016,2438755.008,Kauai,Kauai Shores Hotel,420 Papaloa Road,CONDOMINIUM HOTEL,1970
870320.9773,2223352.612,Hawaii,Waipio Wayside Bed & Breakfast Inn,P.O. Box 840,BED & BREAKFAST,1988
609387.1279,2364710.426,Oahu,Harbor Shores Apartment Hotel,98-145 Lipoa Place,CONDOMINIUM HOTEL,1965
740694.0905,2319110.02,Maui,Kulakane Condominiums,3741 Lower Honoapiilani Road,CONDOMINIUM HOTEL,1970
465564.0584,2438523.647,Kauai,Wailua Bay View Resort,320 Papaloa Road,INDIVIDUAL VACATION UNIT,1972
916686.4337,2186754.457,Hawaii,Maureen's Bed & Breakfast,1896 Kalanianaole Street,BED & BREAKFAST,1990
826436.8469,2205167.01,Hawaii,Waikoloa Beach Villas,69-180 Waikoloa Beach Drive,INDIVIDUAL VACATION UNIT,2007
815300.8671,2174315.392,Hawaii,Kona Plaza,75-5719 Alii Drive,INDIVIDUAL VACATION UNIT,1973
769570.2242,2314301.079,Maui,Sugar Cove Condominium,320 Paani Place,INDIVIDUAL VACATION UNIT,1977
620422.5919,2354216.738,Oahu,Ilikai Marina,1765 Ala Moana Boulevard,INDIVIDUAL VACATION UNIT,1968
766048.8885,2292571.834,Maui,Haleakala Shores,2619 South Kihei Road,INDIVIDUAL VACATION UNIT,1975
766048.8885,2292571.834,Maui,Haleakala Shores (Estimate),2619 South Kihei Road,INDIVIDUAL VACATION UNIT,1975
759436.3589,2301463.914,Maui,Island Sands Resort (Estimate),150 Hauoli Street,INDIVIDUAL VACATION UNIT,1975
759436.3589,2301463.914,Maui,Island Sands Resort,150 Hauoli Street,INDIVIDUAL VACATION UNIT,1975
765837.3776,2293992.181,Maui,Kalama Terrace,35 Walaka Street,INDIVIDUAL VACATION UNIT,
759436.3589,2301463.914,Maui,Island Sands Resort,150 Hauoli Street,INDIVIDUAL VACATION UNIT,1975
766084.2269,2292406.438,Maui,Kamaole Sands,2695 South Kihei Road,INDIVIDUAL VACATION UNIT,1983
766084.2269,2292406.438,Maui,Kamaole Sands (Estimate),2695 South Kihei Road,CONDOMINIUM HOTEL,1983
766084.2269,2292406.438,Maui,Kamaole Sands (Estimate),2695 South Kihei Road,INDIVIDUAL VACATION UNIT,1983
759710.1396,2301662.191,Maui,Kanai A Nalu,250 Hauoli Street,INDIVIDUAL VACATION UNIT,1976
764715.0806,2297622.052,Maui,Kauhale Makai,938 South Kihei Road,INDIVIDUAL VACATION UNIT,1978
764715.0806,2297622.052,Maui,Royal Aloha Maui Village By The Sea,938 South Kihei Road,TIMESHARE,1978
764715.0806,2297622.052,Maui,Kauhale Makai (Estimate),938 South Kihei Road,INDIVIDUAL VACATION UNIT,1978
765985.1146,2292867.33,Maui,Kihei Akahi,2531 South Kihei Road,INDIVIDUAL VACATION UNIT,1977
766128.5579,2293286.796,Maui,Kihei Alii Kai,2387 South Kihei Road,INDIVIDUAL VACATION UNIT,1979
766128.5579,2293286.796,Maui,Kihei Alii Kai (Estimate),2387 South Kihei Road,INDIVIDUAL VACATION UNIT,1979
764640.3722,2298112.88,Maui,Kihei Bay Surf,715 South Kihei Road,INDIVIDUAL VACATION UNIT,2002
764640.3722,2298112.88,Maui,Kihei Bay Surf (Estimate),715 South Kihei Road,INDIVIDUAL VACATION UNIT,2002
764522.0643,2298860.311,Maui,Kihei Holiday,483 South Kihei Road,INDIVIDUAL VACATION UNIT,1979
765969.5312,2292934.603,Maui,Kihei Kai Nani,2495 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
766120.1986,2291646.319,Maui,Kihei Surfside,2936 South Kihei Road,INDIVIDUAL VACATION UNIT,1976
766120.1986,2291646.319,Maui,Kihei Surfside (Estimate),2936 South Kihei Road,INDIVIDUAL VACATION UNIT,1976
764767.6687,2297335.78,Maui,Leinaala,998 South Kihei Road,INDIVIDUAL VACATION UNIT,1975
766118.3289,2291579.443,Maui,Mana Kai Resort,2960 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
766118.3289,2291579.443,Maui,Mana Kai Resort (Estimate),2960 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
765992.8951,2292828.041,Maui,Maui Banyan,2575 South Kihei Road,INDIVIDUAL VACATION UNIT,1990
766141.6237,2291993.392,Maui,Maui Kamaole,2777 South Kihei Road,INDIVIDUAL VACATION UNIT,1989
766141.6237,2291993.392,Maui,Maui Kamaole,2777 South Kihei Road,INDIVIDUAL VACATION UNIT,1989
764780.0948,2297272.813,Maui,Maui Sunset,1032 South Kihei Road,INDIVIDUAL VACATION UNIT,1976
764780.0948,2297272.813,Maui,Maui Sunset (Estimate),1032 South Kihei Road,TIMESHARE,1976
764780.0948,2297272.813,Maui,Maui Sunset (Estimate),1032 South Kihei Road,INDIVIDUAL VACATION UNIT,1976
765748.2118,2293920.566,Maui,Maui Vista Resort,2191 South Kihei Road,INDIVIDUAL VACATION UNIT,1979
765748.2118,2293920.566,Maui,Maui Vista Resort (Estimate),2191 South Kihei Road,INDIVIDUAL VACATION UNIT,1979
764646.5918,2298009.869,Maui,Menehune Shores,760 South Kihei Road,INDIVIDUAL VACATION UNIT,1976
765788.5973,2293759.443,Maui,Pacific Shores,2219 South Kihei Road,INDIVIDUAL VACATION UNIT,
765907.4174,2293182.143,Maui,Royal Mauian,2430 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
765907.4174,2293182.143,Maui,Royal Mauian (Estimate),2430 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
764629.3299,2298713.157,Maui,Wailana Sands,25 Wailana Place,INDIVIDUAL VACATION UNIT,1980
766761.1311,2290626.212,Maui,Wailea Ekahi,3300 Wailea Alanui Drive,INDIVIDUAL VACATION UNIT,1978
742632.3582,2323186.733,Maui,One Napili Way (Estimate),5355 Lower Honoapiilani Road,TIMESHARE,1992
766761.1311,2290626.212,Maui,Wailea Ekahi,3300 Wailea Alanui Drive,INDIVIDUAL VACATION UNIT,1978
767275.7214,2289445.036,Maui,Wailea Ekolu,10 Wailea Ekolu Place,INDIVIDUAL VACATION UNIT,1979
833100.658,2214436.689,Hawaii,Mauna Kea High Bluffs Private Home,High Bluffs Private Home,INDIVIDUAL VACATION UNIT,
829126.014,2208814.755,Hawaii,Mauna Lani Fairways,68-1125 North Kaniku Drive,INDIVIDUAL VACATION UNIT,2006
829126.014,2208814.755,Hawaii,Mauna Lani Fairways,68-1125 North Kaniku Drive,INDIVIDUAL VACATION UNIT,2006
826436.8469,2205167.01,Hawaii,Waikoloa Beach Villas,69-180 Waikoloa Beach Drive,INDIVIDUAL VACATION UNIT,2007
829097.157,2208078.406,Hawaii,Villages at Mauna Lani,68-1025 North Kaniku Drive,INDIVIDUAL VACATION UNIT,
827012.8328,2205963.252,Hawaii,Waikoloa Colony Villas,69-555 Waikoloa Beach Drive,INDIVIDUAL VACATION UNIT,2003
827012.8328,2205963.252,Hawaii,Waikoloa Colony Villas (Estimate),69-555 Waikoloa Beach Drive,INDIVIDUAL VACATION UNIT,2003
826476.1042,2206270.258,Hawaii,Halii Kai at Waikoloa,69-1033 Nawahine Place,INDIVIDUAL VACATION UNIT,2007
825820.9819,2205458.016,Hawaii,Kolea Condominium,69-1000 Kolea Kai Circle,INDIVIDUAL VACATION UNIT,2006
622055.0924,2353223.972,Oahu,Vive Hotel Waikiki (Estimate),2426 Kuhio Avenue,HOTEL,1979
622055.0924,2353223.972,Oahu,Vive Hotel Waikiki (Estimate),2426 Kuhio Avenue,HOTEL,1979
628145.5837,2372699.152,Oahu,The Lodge at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,HOTEL,
628145.5837,2372699.152,Oahu,The Cottages at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,OTHER,
628145.5837,2372699.152,Oahu,The Klipper Villas at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,OTHER,
628145.5837,2372699.152,Oahu,The Cabanas at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,OTHER,
615242.3392,2362486.4,Oahu,Tripler Army Hotel,Tripler Army Medical Center Bldg 228B,HOTEL,
620647.5647,2354144.405,Oahu,Ramada Plaza Waikiki (Estimate),1830 Ala Moana Boulevard,HOTEL,1969
620647.5647,2354144.405,Oahu,Ramada Plaza Waikiki (Estimate),1830 Ala Moana Boulevard,HOTEL,1969
598301.8263,2376790.14,Oahu,Inn at Schofield Barracks,563 Kolekole Avenue,HOTEL,1994
608381.7707,2360173.537,Oahu,Royal Alakai Inn (Estimate),15 G Street Building 1153,HOTEL,
621599.5771,2353573.596,Oahu,"Shoreline Hotel Waikiki, a Joie de Vivre Hotel",342 Seaside Avenue,HOTEL,
633785.3741,2361636.129,Oahu,Bellows Air Force Station (Estimate),220 Tinker Road,OTHER,
766115.8709,2291520.101,Maui,Days Inn Maui Oceanfront Kihei (Estimate),2980 South Kihei Road,HOTEL,1972
621639.2864,2353865.046,Oahu,"Coconut Waikiki Hotel, a Joie de Vivre Hotel",450 Lewers Street,HOTEL,1963
621639.2864,2353865.046,Oahu,"Coconut Waikiki Hotel, a Joie de Vivre Hotel",450 Lewers Street,HOTEL,1963
851508.6698,2109130.018,Hawaii,Kalaekilohana Inn & Retreat (Estimate),94-2152 South Point Road,OTHER,2005
620595.1438,2353845.13,Oahu,Hilton Hawaiian Village Beach Resort & Spa (Estimate),2005 Kalia Road,HOTEL,2001
740510.5726,2318544.599,Maui,Papakea Resort (Estimate),3543 Lower Honoapiilani Road,CONDOMINIUM HOTEL,1976
740187.7257,2317924.877,Maui,Honua Kai (Estimate),130 Kai Malina Pkwy,INDIVIDUAL VACATION UNIT,2009
590800.8471,2359949.827,Oahu,"Aulani, A Disney Resort & Spa (Estimate)",92-1185 Aliinui Drive,TIMESHARE,2011
583817.0078,2371858.917,Oahu,Pililaau Army Recreation Center (Estimate),"85-010 Army Street, Bldg. 4065",OTHER,
619954.7718,2355898.583,Oahu,The Plumeria,1111 Piikoi Street,HOSTEL,1985
620394.535,2354291.175,Oahu,"The Equus, an Ascend Hotel",1696 Ala Moana Boulevard,CONDOMINIUM HOTEL,1963
621306.7845,2353758.073,Oahu,The Polynesian Residences (Estimate),2131 Kalakaua Avenue,HOTEL,1972
910000.8281,2186247.712,Hawaii,Wild Ginger Inn Hotel And Hostel (Estimate),100 Puueo Street,HOTEL,1939
609295.0041,2364761.88,Oahu,Harbor Arms Apartment Hotel (Estimate),98-130 Lipoa Place,APARTMENT/ HOTEL,1965
856290.9052,2111000.413,Hawaii,Macadamia Meadows Farm B & B (Estimate),94-6263 Kamaoa Road,BED & BREAKFAST,1997
847748.4883,2217440.281,Hawaii,Kamuela Inn (Estimate),65-1300 Kawaihae Road,BED & BREAKFAST,1960
716600.6769,2305347.266,Lanai,"Sensei Lanai, A Four Seasons Resort (Estimate)",1 Keomoku Highway,HOTEL,1991
768571.7557,2290596.917,Maui,Eva Villa (Estimate),815 Kumulani Drive,BED & BREAKFAST,1993
777609.992,2310095.455,Maui,Gods Peace Of Maui (Estimate),1290 Haliimaile Road,BED & BREAKFAST,1995
633389.2993,2365270.653,Oahu,Hawaii's Hidden Hideaway Bed and Breakfast (Estimate),1369 Mokolea Drive,BED & BREAKFAST,1997
611743.9715,2366260.446,Oahu,Rainbow Inn (Estimate),98-1049 Mahola Place,BED & BREAKFAST,NA
631330.0765,2366199.327,Oahu,Kays Vacation Rentals (Estimate),232 Awakea Road,INDIVIDUAL VACATION UNIT,1987
831166.4331,2240878.742,Hawaii,Kohala Village Inn (Estimate),55-514 Hawi Road,HOTEL,1994
740077.952,2316316.454,Maui,Kaanapali Ocean Inn (Estimate),2780-A Kekaa Drive,HOTEL,1962
815809.9648,2173541.678,Hawaii,Royal Kona Resort (Estimate),75-5852 Alii Drive,HOTEL,1967
740077.952,2316316.454,Maui,Royal Lahaina Resort,2780 Kekaa Drive,HOTEL,1962
739763.5818,2314787.189,Maui,Kaanapali Alii Resort (Estimate),50 Nohea Kai Drive,CONDOMINIUM HOTEL,1982
895620.3029,2152583.297,Hawaii,Volcano Heritage Cottages,P.O. Box 235,INDIVIDUAL VACATION UNIT,
772705.7304,2314667.508,Maui,Hale Nihi B&B,5 Nihi Place 7A,BED & BREAKFAST,
817138.1058,2170874.102,Hawaii,Kona Bali Kai,76-6246 Alii Drive,INDIVIDUAL VACATION UNIT,1969
816503.8788,2171752.294,Hawaii,Kona Isle,75-6100 Alii Drive,INDIVIDUAL VACATION UNIT,1972
816280.7197,2172260.34,Hawaii,Kona Makai,75-6026 Alii Drive,INDIVIDUAL VACATION UNIT,1978
815970.8183,2173366.198,Hawaii,Kona Mansions,75-5873 Walua Road,INDIVIDUAL VACATION UNIT,1972
834071.7718,2214743.118,Hawaii,Kumulani at Mauna Kea,63-3610 Lolii Way,INDIVIDUAL VACATION UNIT,
836435.2813,2206786.684,Hawaii,Waikoloa Hills,68-3907 Paniolo Drive,INDIVIDUAL VACATION UNIT,
817754.5801,2169352.953,Hawaii,White Sands Village,77-6469 Alii Drive,INDIVIDUAL VACATION UNIT,1976
764629.3299,2298713.157,Maui,Wailana Sands,25 Wailana Place,INDIVIDUAL VACATION UNIT,1980
448978.7453,2457479.963,Kauai,Hale Moi,5301 Ka Haku Road,INDIVIDUAL VACATION UNIT,
451037.4576,2419764.403,Kauai,Prince Kuhio Resort,5061 Lawai Road,INDIVIDUAL VACATION UNIT,1960
450763.8342,2457498.859,Kauai,Sandpiper Village,4770 Pepelani Loop,INDIVIDUAL VACATION UNIT,1980
765969.5312,2292934.603,Maui,Kihei Kai Nani,2495 South Kihei Road,INDIVIDUAL VACATION UNIT,1973
742545.2343,2323075.054,Maui,Napili Shores (Estimate),5315 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1972
741343.4212,2320815.968,Maui,Royal Kahana (Estimate),4365 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1975
765561.1341,2294173.683,Maui,Shores of Maui (Estimate),2075 South Kihei Road,INDIVIDUAL VACATION UNIT,1976
739919.974,2315330.603,Maui,The Whaler on Kaanapali Beach,2481 Kaanapali Parkway,TIMESHARE,1975
739919.974,2315330.603,Maui,The Whaler on Kaanapali Beach,2481 Kaanapali Parkway,INDIVIDUAL VACATION UNIT,1975
442799.9201,2455376.895,Kauai,A River House,5121 Wainiha Powerhouse Road,INDIVIDUAL VACATION UNIT,
448768.1211,2455672.949,Kauai,Chung Cottage,4411 Aku Road,INDIVIDUAL VACATION UNIT,1970
443798.2867,2457315.344,Kauai,Haena Hale,5-7083 Kuhio Highway,INDIVIDUAL VACATION UNIT,
449999.2758,2457952.89,Kauai,Hale Anu Keanu,5072 Kamamalu Loop,INDIVIDUAL VACATION UNIT,
443316.7742,2457675.578,Kauai,Hale Hoku,7321 Alamoo Road,INDIVIDUAL VACATION UNIT,
448371.6797,2455284.235,Kauai,Hale Ka Mahina House of the Moon,4451 Mahimahi Road,INDIVIDUAL VACATION UNIT,
442869.6317,2457633.221,Kauai,Hale Kahakai,5-7444 East Kuhio Highway,INDIVIDUAL VACATION UNIT,
443650.9438,2457600.976,Kauai,Hale Kalani,7206 Ala Moo Road,INDIVIDUAL VACATION UNIT,1970
457985.7503,2455820.084,Kauai,Hale Kilo Ia,4401 Alamoo Road,INDIVIDUAL VACATION UNIT,
443304.6867,2457672.551,Kauai,Hale Koaniani,7304 Alealea Road,INDIVIDUAL VACATION UNIT,
448085.1635,2455242.089,Kauai,Hale Luana,5443 Weke Road,INDIVIDUAL VACATION UNIT,1988
448836.1888,2455740.889,Kauai,Hale Ola Kai,5117 Opelu Street,INDIVIDUAL VACATION UNIT,
448587.8397,2455534.483,Kauai,Ka Hale Lehua,5235 Weke Road,INDIVIDUAL VACATION UNIT,1989
448986.3616,2455536.286,Kauai,Kainoa,5112 Papio Place,INDIVIDUAL VACATION UNIT,
443262.0872,2456154.203,Kauai,Kuraoka Cottage,4807 Wainiha Powerhouse Road,INDIVIDUAL VACATION UNIT,1996
448777.8675,2455660.675,Kauai,Lokelani,4420 Aku Road,INDIVIDUAL VACATION UNIT,1996
448482.6602,2455360.912,Kauai,Malolo Cottage,4450 Malolo Road,INDIVIDUAL VACATION UNIT,
443790.0532,2456654.289,Kauai,Nohonani,4561 Wainiha Powerhouse Road,INDIVIDUAL VACATION UNIT,
448825.0451,2455637.092,Kauai,Ohana Hale,4432 Aku Road,INDIVIDUAL VACATION UNIT,1994
449439.0319,2457113.305,Kauai,OTA House,4201 Kekuanaoa Lane,INDIVIDUAL VACATION UNIT,
448664.9953,2455614.585,Kauai,Paulele,5191 Weke Road,INDIVIDUAL VACATION UNIT,
448822.5453,2456000.663,Kauai,Plantation Cottage - Hanalei,5039 Weke Road,INDIVIDUAL VACATION UNIT,
443527.1262,2457582.495,Kauai,Poinciana Place,7233 Alealea Road,INDIVIDUAL VACATION UNIT,
444017.119,2457056.547,Kauai,Rainbow's End,5-6947 Kuhio Highway,INDIVIDUAL VACATION UNIT,
445991.4555,2456504.116,Kauai,Riko Hale,5-7364A Kuhio Highway,INDIVIDUAL VACATION UNIT,
448531.4848,2455369.04,Kauai,Wailele Ikena,5270 Malolo Place,INDIVIDUAL VACATION UNIT,
448793.8194,2455915.126,Kauai,Wilikoki House,5072 Weke Road,INDIVIDUAL VACATION UNIT,2001
448986.3616,2455536.286,Kauai,Kainoa,5112 Papio Place,INDIVIDUAL VACATION UNIT,
449869.1271,2458106.324,Kauai,Punahele Point,3785 Punahele Road,INDIVIDUAL VACATION UNIT,
426325.7714,2429788.173,Kauai,PMRF Barking Sands (Estimate),1293 Tarter Drive Building 1293,INDIVIDUAL VACATION UNIT,
813712.5352,2297838.014,Maui,Hana-Maui- Resort,5031 Hana Highway,HOTEL,1996
813712.5352,2297838.014,Maui,Hana-Maui- Resort,5031 Hana Highway,HOTEL,1996
742496.7373,2323215.282,Maui,Napili Surf Beach Resort,50 Napili Place,CONDOMINIUM HOTEL,1970
742610.8956,2323313.915,Maui,Napili Sunset (Estimate),46 Hui Drive,CONDOMINIUM HOTEL,1975
741491.1258,2321297.435,Maui,Kahana Village (Estimate),4531 Lower Honoapiilani Road,CONDOMINIUM HOTEL,1979
826546.1605,2205465.69,Hawaii,Fairway Villas at Waikoloa,69-200 Pohakulana Place,INDIVIDUAL VACATION UNIT,2004
826546.1605,2205465.69,Hawaii,Fairway Villas at Waikoloa,69-200 Pohakulana Place,INDIVIDUAL VACATION UNIT,2004
826124.3483,2205808.575,Hawaii,Shores at Waikoloa (Estimate),69-1035 Keana Place,INDIVIDUAL VACATION UNIT,1987
826007.5589,2206129.089,Hawaii,The Bay Club at Waikoloa Beach Resort,69-450 Waikoloa Beach Drive,INDIVIDUAL VACATION UNIT,1991
827012.8328,2205963.252,Hawaii,Waikoloa Colony Villas,69-555 Waikoloa Beach Drive,INDIVIDUAL VACATION UNIT,2003
818441.3939,2166200.072,Hawaii,Kanaloa at Kona,78-261 Manukai Street,CONDOMINIUM HOTEL,1980
816312.9892,2172176.208,Hawaii,Royal Sea Cliff (Estimate),75-6040 Alii Drive,INDIVIDUAL VACATION UNIT,1982
889871.5245,2149062.728,Hawaii,Volcano House (Estimate),1 Crater Rim Drive,INDIVIDUAL VACATION UNIT,1941
454025.165,2419176.326,Kauai,Crestview House Lots (Estimate),1775 Poipu Road,INDIVIDUAL VACATION UNIT,1980
454025.165,2419176.326,Kauai,Lanai Villas Vacation Rentals (Estimate),1775 Poipu Road,INDIVIDUAL VACATION UNIT,1980
454025.165,2419176.326,Kauai,Bayview House lots (Estimate),1775 Poipu Road,INDIVIDUAL VACATION UNIT,1980
452529.4232,2419453.675,Kauai,Kiahuna Plantation (Estimate),2253 Poipu Road,INDIVIDUAL VACATION UNIT,1972
452529.4232,2419453.675,Kauai,Kiahuna Plantation,2253 Poipu Road,INDIVIDUAL VACATION UNIT,1972
450398.6602,2458005.402,Kauai,The Cliffs at Princeville (Estimate),3811 Edwards Road,TIMESHARE,1979
450398.6602,2458005.402,Kauai,The Cliffs at Princeville,3811 Edwards Road,INDIVIDUAL VACATION UNIT,1979
465865.4965,2438705.895,Kauai,Lae Nani,410 Papaloa Road,INDIVIDUAL VACATION UNIT,1977
741809.2064,2309925.594,Maui,Aina Nalu,660 Wainee Street,INDIVIDUAL VACATION UNIT,1975
740050.3272,2317979.03,Maui,Mahana,110 Kaanapali Shores Place,INDIVIDUAL VACATION UNIT,1974
740050.3272,2317979.03,Maui,Mahana at Kaanapali,110 Kaanapali Shores Place,INDIVIDUAL VACATION UNIT,1974
741809.2064,2309925.594,Maui,Aina Nalu,660 Wainee Street,INDIVIDUAL VACATION UNIT,1975
740797.1156,2319324.302,Maui,Hale Ono Loa,3823 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1971
741313.9141,2320906.263,Maui,Hololani,4401 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1973
739763.5818,2314787.189,Maui,Kaanapali Alii,50 Nohea Kai Drive,INDIVIDUAL VACATION UNIT,1982
740664.1522,2316607.545,Maui,Kaanapali Plantation,150 Puukolii Road,INDIVIDUAL VACATION UNIT,
740205.9762,2315412.205,Maui,Kaanapali Royal,2560 Kekaa Drive,INDIVIDUAL VACATION UNIT,1979
741372.1118,2321087.761,Maui,Kahana Reef,4471 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1959
741164.5514,2320415.805,Maui,Kahana Villa Maui,4242 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1980
740749.8989,2319222.359,Maui,Kaleialoha,3785 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1972
743620.1221,2324266.284,Maui,Kapalua Golf Villas,500 Office Road,INDIVIDUAL VACATION UNIT,1975
741893.8252,2309263.723,Maui,Lahaina Shores,475 Front Street,INDIVIDUAL VACATION UNIT,1974
759514.3244,2301543.204,Maui,Maalaea Banyans,190 Hauoli Street,INDIVIDUAL VACATION UNIT,1978
742592.25,2323280.577,Maui,Napili Bay,33 Hui Drive,INDIVIDUAL VACATION UNIT,1960
742721.7236,2323401.082,Maui,Napili Gardens,5432 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1995
740510.5726,2318544.599,Maui,Papakea,3543 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1976
741314.8191,2321013.025,Maui,Pohailani Maui,4435 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,
741343.4212,2320815.968,Maui,Royal Kahana,4365 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1975
739919.974,2315330.603,Maui,The Whaler Resort,2481 Kaanapali Parkway,INDIVIDUAL VACATION UNIT,1975
741363.0458,2320743.318,Maui,Valley Isle,4327 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1973
741809.2064,2309925.594,Maui,Aina Nalu,660 Wainee Street,INDIVIDUAL VACATION UNIT,1975
740643.1622,2318944.598,Maui,Hale Kai,3691 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1967
740845.1478,2319484.933,Maui,Hale Mahina Beach Resort,3875 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1981
740797.1156,2319324.302,Maui,Hale Ono Loa,3823 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1971
741313.9141,2320906.263,Maui,Hololani,4401 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1973
740685.0724,2318854.587,Maui,Honokowai Palms,3666 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1969
740187.7257,2317924.877,Maui,Honua Kai,130 Kai Malina Pkwy,INDIVIDUAL VACATION UNIT,2009
740263.1375,2316569.712,Maui,International Colony Club,2750 Kalapu Drive,INDIVIDUAL VACATION UNIT,1964
740664.1522,2316607.545,Maui,Kaanapali Plantation,150 Puukolii Road,INDIVIDUAL VACATION UNIT,
740205.9762,2315412.205,Maui,Kaanapali Royal,2560 Kekaa Drive,INDIVIDUAL VACATION UNIT,1979
740398.9416,2318204.038,Maui,Kaanapali Shores,3445 Lower Honoapiilani Road,INDIVIDUAL VACATION UNIT,1980
